unique_id,agency_name
11862,Kootenai County Sheriff's Office
11861,San Antonio Police Department
22199,Haddon Township Police Department
11864,Beckham County Sheriff's Office
11863,Primera Police Department
11867,Los Angeles Police Department
11871,Bradenton Police Department
11868,Jefferson County Sheriff's Office
11869,Jefferson County Sheriff's Office
11870,Jefferson County Sheriff's Office
11866,Hayward Police Department
11874,U.S. Border Patrol
11873,Miami-Dade Police Department
11872,Newport Beach Police Department
11875,Bethel Police Department
11876,East St. Louis Police Department
11877,"Calcasieu Parish Sheriff's Office, Lake Charles Police Department, Westlake Police Department, DeQuincy Police Department, Vinton Police Department, Iowa Police Department, U.S. Marshals Service, U.S. Federal Bureau of Investigation"
11880,Palm Beach County Sheriff's Office
11881,Taunton Police Department
11883,City of New York Police Department
11879,Baytown Police Department
22072,New York State Police
11878,"Osawatomie Department of Public Safety, Miami County Sheriff's Office"
11882,Middlebury Police Department
11884,Hayward Police Department
20768,"U.S. Marshals Service, Wilkes-Barre City Police Department"
11890,Russellville Police Department
21356,Sterling Heights Police Department
11886,Columbus Division of Police
11888,Gastonia Police Department
11887,Henderson County Sheriff's Office
11889,Richfield Police Department
11885,Redding Police Department
20735,Eau Claire Police Department
11894,Los Angeles Police Department
11891,Cherokee County Sheriff's Office
11892,Gonzales Police Department
11893,Gonzales Police Department
11895,Palm Springs Police Department
11897,University of South Alabama Police Department
11896,Tombstone Marshal's Office
11898,Los Angeles County Sheriff's Department
22073,Montgomery County Police Department
11899,Dallas Police Department
11900,Georgia State Patrol
11901,Georgia State Patrol
11904,Delbarton Police Department
11903,U.S. Border Patrol
11902,St. Mary Parish Sheriff's Office
11912,Houston Police Department
11906,Maurice Police Department
11907,Rockford Police Department
22925,Brockton Police Department
19318,Oklahoma City Police Department
11908,Pierce County Sheriff's Office
11910,St. Louis Metropolitan Police Department
19310,Lawton Police Department
11915,Alaska State Troopers
11913,Cincinnati Police Department
11914,Anderson County Sheriff's Office
11909,Oxnard Police Department
11911,Oxnard Police Department
11918,Cumberland County Sheriff's Office
11917,Bexar County Sheriff's Office
11916,Columbus Police Department
11919,Riverside Police Department
21832,Baltimore Police Department
11921,Addison Police Department
11923,Thomasville Police Department
11920,Houston Police Department
11922,Denton County Sheriff's Office
11924,Millard County Sheriff's Office
11925,Cape Girardeau Police Department
11926,Lake Township Police Department
11929,Harris County Sheriff's Office
11928,Los Angeles Police Department
11927,Paulding County Sheriff's Office
11933,Los Angeles Police Department
11932,Los Angeles County Sheriff's Department
11931,Riverside County Sheriff's Department
11930,Lucas County Sheriff's Office
11935,Hialeah Police Department
11934,Stevens County Sheriff's Office
11936,Rochester Police Department
19309,Tulsa Police Department
21833,Baltimore Police Department
27420,Baytown Police Department
11937,Riverside County Sheriff's Department
11939,Birmingham Police Department
11940,"Tampa Police Department, Hernando County Sheriff's Office"
11938,Larimer County Sheriff's Office
11942,Vallejo Police Department
11941,Salem Police Department
11943,Salem Police Department
11947,Maine State Police
11946,Salem Police Department
11944,St. Paul Police Department
11945,St. Paul Police Department
19968,Louisville Metro Police Department
11948,Pierce County Sheriff's Office
11951,Hardin County Sheriff's Office
11953,Shreveport Police Department
11952,Shreveport Police Department
11949,California Highway Patrol
11954,Lewisville Police Department
11955,City of New York Police Department
22920,Lee County Sheriff's Office
11950,El Paso Police Department
11958,Keller Police Department
19284,Woodruff Police Department
11956,Texas Department of Public Safety
11957,Texas Department of Public Safety
11962,Box Elder County Sheriff's Office
11961,Mississippi Highway Safety Patrol
11959,Visalia Police Department
11960,Visalia Police Department
11964,Phoenix Police Department
11963,City of New York Police Department
11968,Binghamton Police Department
11965,Chicago Police Department
11966,Phoenix Police Department
11967,New Orleans Police Department
11971,Forest Hill Police Department
11970,Texas Department of Public Safety
19300,Walhalla Police Department
11969,Jesup Police Department
11972,Las Vegas Metropolitan Police Department
11973,Bakersfield Police Department
11974,Suffolk County Sheriff's Office
11976,San Diego Police Department
11975,Ector County Sheriff's Office
29275,Pima County Sheriff's Office
11977,Lewis County Sheriff's Office
11978,Riverside Police Department
11979,Harris County Constable's Office Precinct 7
11980,Rockford Police Department
11984,Broward County Sheriff's Office
11982,West Valley City Police Department
11986,Battle Creek Police Department
11987,Stafford County Sheriff's Office
11981,Thurston County Sheriff's Office
11983,Washington Metropolitan Police Department
19283,Columbia Police Department
11985,Las Vegas Metropolitan Police Department
11989,Snyder Police Department
11990,Port St. Lucie Police Department
11988,Lauderdale County Sheriff's Office
11992,Houston Police Department
11991,Fremont Police Department
11993,Williamson County Sheriff's Office
11994,"Butler Police Department, Choctaw County Sheriff's Office"
11995,Michigan State Police
11996,St. Petersburg Police Department
11998,Tunkhannock Township Police Department
11997,Franklin County Sheriff's Office
11999,Henderson Police Department
12008,Chicago Police Department
19942,Kentucky State Police
22074,Maywood Police Department
12003,Lakewood Police Department
12002,Los Angeles County Sheriff's Department
12001,Madison Police Department
19282,"Richland County Sheriff's Office, Columbia Police Department"
12000,Chambers County Sheriff's Office
12006,Los Angeles County Sheriff's Department
12004,Denver Police Department
12005,Palm Springs Police Department
22200,New Jersey State Police
23251,Clarksville Police Department
12010,Southfield Police Department
12009,Weber County Sheriff's Office
12011,Philadelphia Police Department
19308,
12007,Garland Police Department
12013,"Dellwood Police Department, Jennings Police Department"
12012,Los Angeles County Sheriff's Department
12014,Philadelphia Police Department
22569,DeKalb County Sheriff's Office
12016,Glynn County Police Department
12017,Glynn County Police Department
12018,Glynn County Police Department
12015,California Highway Patrol
12020,Philadelphia Police Department
12019,Los Angeles County Sheriff's Department
12024,Chicago Police Department
12022,Bartow County Sheriff's Office
12023,Marlborough Police Department
12021,San Bernardino Police Department
12026,Pima County Sheriff's Department
12025,California Highway Patrol
19299,Easley Police Department
12027,Kings County Sheriff's Office
12028,Rainbow City Police Department
12030,Greenville Police Department
22201,Franklin Borough Police Department
12029,Waterloo Police Department
12032,Aurora Police Department
12031,Newark Police Department
12033,Cincinnati Police Department
12034,Fannin County Sheriff's Office
12035,Detroit Police Department
12038,Baldwin County Sheriff's Office
12037,DeKalb County Police Department
12036,San Diego Police Department
20767,West Manchester Township Police Department
12039,Milwaukee Police Department
22075,Lenoir County Sheriff's Office
12041,Miami-Dade Police Department
12040,"Leonia Police Department, Palisades Park Police Department"
12042,Buchanan Police Department
12043,San Francisco Police Department
12044,Marion County Sheriff's Office
12045,Miami-Dade Police Department
12046,Dunwoody Police Department
20736,West Allis Police Department
12047,Pampa Police Department
12049,Cleveland Police Department
12050,Cleveland Police Department
12048,Tulsa Police Department
12053,San Bernardino County Sheriff's Office
12051,Whitehall Police Department
12052,Fayetteville Police Department
12058,Los Angeles Police Department
12057,Jefferson County Sheriff's Office
12056,Garden Grove Police Department
12059,Brunswick Police Department
12054,Kane County Sheriff's Office
12055,Kane County Sheriff's Office
12061,U.S. Border Patrol
12060,Breaux Bridge Police Department
12063,California Highway Patrol
23249,Jefferson County Sheriff's Office
12066,Meridian Police Department
12067,Midwest City Police Department
12065,Childersburg Police Department
12064,Houston Police Department
12070,Cedar Rapids Police Department
12072,Gwinnett County Police Department
12069,Colorado Springs Police Department
21357,Norton Shores Police Department
19298,Anderson County Sheriff's Office
12068,Honolulu Police Department
19804,Bay County Sheriff's Office
12071,Vanderburgh County Sheriff's Office
12074,St. Lucie County Sheriff's Office
12073,West Virginia State Police
23635,Buffalo Police Department
23636,Buffalo Police Department
29534,Buffalo Police Department
12075,Los Angeles County Sheriff's Department
12080,Los Angeles Police Department
12078,Harris County Sheriff's Office
12079,Dallas Police Department
12081,Clayton County Sheriff's Office
12076,Shawnee Police Department
12077,Harrison County Sheriff's Office
23168,Hurricane Police Department
12082,Greensboro Police Department
12083,LaRue County Sheriff's Office
12084,Sacramento Police Department
12086,Tulare County Sheriff's Office
12085,California State University Police Department San Bernardino
27411,Dallas Police Department
23445,City of New York Police Department
12087,Lakewood Police Department
12088,Riverside County Sheriff's Department
12089,King County Sheriff's Office
12092,Corpus Christi police Department
12093,"Dothan Police Department, Houston County Sheriff's Office"
12090,Riverside County Sheriff's Department
12091,Chesterfield County Police Department
22570,Indianapolis Metropolitan Police Department
